"BirthYear","DeathYear","Description"
"1880","1938","American baseball player"
"1880","1954","English footballer"
"1880","1940","English footballer"
"1880","1949","American baseball player"
"1880","1977","American baseball player"
"1880","1938","Baseball player"
"1880","1955","American baseball player"
"1902","1959","Player of American football"
"1880","1947","American baseball player"
"1880","1962","English footballer"
"1880","1944","American baseball player"
"1880","1949","Footballer"
"1880","1959","Scottish footballer"
"1880","1946","English footballer"
"1880","1941","English footballer"
"1880","1948","American baseball player"
"1880","1928","English footballer"
"1880","1970","Scottish footballer"
"1880","1945","English footballer"
"1880","1922","American baseball player"
"1880","1972","American baseball player"
"1880","1967","Canadian baseball player"
"1880","1902","American baseball player"
"1880","1930","Scottish footballer"
"1880","1973","Major League Baseball shortstop"
"1880","1938","American baseball player"
"1880","1944","American baseball player"
"1880","1959","Footballer"
"1880","1972","Footballer"
"1880","1945","American baseball player"
"1880","1953","English footballer"
"1880","1901","Footballer"
"1880","1953","Major League Baseball pitcher"
"1880","1951","American baseball player"
"1880","1959","American baseball player"
"1880","1920","Canadian baseball player"
"1880","1965","English footballer"
"1880","1958","American football player"
"1880","1919","Scottish footballer"
"1880","1932","American baseball player"
"1880","1929","American baseball player"
"1880","1928","American baseball player"
"1880","1950","American baseball player"
"1880","1961","American baseball player"
"1880","1942","Welsh footballer"
"1880","1932","Footballer"
"1880","1941","American baseball player"
"1880","1937","American baseball player"
"1880","1953","English footballer"
"1880","1925","English footballer"
"1880","1963","Scottish footballer"
"1880","1933","Professional footballer"
"1880","1949","Scottish footballer"
"1880","1936","American baseball player"
"1880","1941","English footballer"
"1880","1970","American baseball player"
"1880","1938","American baseball player"
"1880","1965","Major League Baseball player"
"1880","1922","Footballer"
"1880","1960","American baseball player"
"1880","1912","Major League Baseball pitcher"
"1880","1953","Scottish footballer"
"1880","1946","American baseball player"
"1880","1971","Professional footballer"
"1880","1941","American baseball player"
"1880","1939","American baseball player"
"1880","1931","English footballer"
"1880","1948","American baseball player"
"1880","1949","American baseball player"
"1880","1920","American baseball player"
"1880","1963","Major League Baseball first baseman"
"1880","1955","Canadian baseball player"
"1880","1968","Association footballer"
"1880","1955","Welsh footballer"
"1880","1956","American baseball player"
"1880","1964","American baseball player"
"1880","1949","English footballer"
"1880","1915","American baseball player"
"1880","1954","English footballer"
"1880","1952","Welsh footballer"
"1880","1929","American baseball player"
"1880","1948","American baseball player"
"1880","1971","American baseball player"
"1880","1925","American Major League Baseball player manager"
"1880","1974","American baseball player"
"1880","1956","American baseball player"
"1880","1968","American baseball player and coach"
"1880","1930","English footballer"
"1880","1918","Uruguayan footballer"
"1880","1911","Major League Baseball pitcher"
"1880","1934","American baseball player and coach"
"1880","1964","American baseball player"
"1880","1960","American baseball player"
"1880","1933","American baseball player"
"1880","1951","American baseball player"
"1880","1961","American baseball player"
"1880","1964","American baseball player"
"1880","1946","American baseball player"
"1880","1912","American baseball player"
"1880","1936","Argentine footballer"
"1880","1960","English footballer"
"1881","1958","American baseball player"
"1881","1954","American baseball player"
"1881","1944","Professional footballer"
"1881","1941","American baseball player"
"1881","1947","American baseball player"
"1881","1944","English footballer"
"1881","1959","English footballer"
"1881","1962","English footballer"
"1881","1975","Major League Baseball shortstop"
"1881","1924","English footballer"
"1881","1927","English footballer"
"1881","1924","American baseball player"
"1881","1960","American baseball player"
"1881","1952","Scottish footballer"
"1881","1940","English footballer"
"1881","1953","American baseball player"
"1881","1954","Major League Baseball outfielder"
"1881","1912","American baseball player"
"1881","1951","American baseball player"
"1881","1977","American baseball player"
"1881","1924","English footballer"
"1881","1936","Major League Baseball pitcher"
"1881","1953","English footballer"
"1881","1970","Major League Baseball pitcher"
"1881","1963","American baseball player"
"1881","1973","American baseball player"
"1881","1956","American baseball player and coach"
"1881","1965","English footballer"
"1881","1947","American baseball player"
"1881","1965","Major League Baseball player"
"1881","1957","English footballer"
"1881","1935","American football player and coach"
"1881","1949","American baseball player"
"1881","1959","American baseball player"
"1881","1959","American baseball player"
"1881","1949","Professional footballer"
"1881","1914","English footballer"
"1881","1961","American baseball player"
"1881","1945","American baseball player"
"1881","1952","Major League Baseball outfielder"
"1881","1955","American baseball player"
"1881","1938","American baseball player"
"1881","1957","Russian footballer"
"1881","1944","American baseball player"
"1881","1953","Cricketer and footballer"
"1881","1953","Footballer"
"1881","1951","American baseball player"
"1881","1935","American professional baseball pitcher"
"1881","1926","English sportsman"
"1881","1947","American baseball player"
"1881","1968","Baseball player and coach"
